"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015-04","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","454160","A","","","0"
"2015-04","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","","F","","","1"
"2015-04","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","","F","","","0"
"2015-04","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1995165","A","","","0"
"2015-04","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","","F","","","1"
"2015-04","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","71810","B","","","0"
"2015-04","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","1948070","A","","","0"
"2015-04","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","3.6","B","","","1"
"2015-04","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","745","D","","","0"
"2015-04","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","15085","A","","","0"
"2015-04","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","4.7","D","","","1"
"2015-04","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","1025","E","","","0"
"2015-04","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22550","A","","","0"
"2015-04","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","4.3","E","","","1"
"2015-04","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","395","E","","","0"
"2015-04","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","10475","A","","","0"
"2015-04","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","3.6","E","","","1"
"2015-05","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","444495","A","","","0"
"2015-05","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","14955300","A","","","0"
"2015-05","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.9","A","","","1"
"2015-05","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","5540","C","","","0"
"2015-05","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","203855","B","","","0"
"2015-05","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.6","C","","","1"
"2015-05","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1335","E","","","0"
"2015-05","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","54150","A","","","0"
"2015-05","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","2.4","E","","","1"
"2015-05","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","12770","C","","","0"
"2015-05","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","377015","A","","","0"
"2015-05","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","3.3","C","","","1"
"2015-05","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","11360","D","","","0"
"2015-05","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","267285","A","","","0"
"2015-05","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","4.1","D","","","1"
"2015-05","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","63970","A","","","0"
"2015-05","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3306870","A","","","0"
"2015-05","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","1.9","A","","","1"
"2015-05","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","187225","A","","","0"
"2015-05","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","5727975","A","","","0"
"2015-05","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","3.2","A","","","1"
"2015-05","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","14660","B","","","0"
"2015-05","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","559230","A","","","0"
"2015-05","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.6","B","","","1"
"2015-05","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","","F","","","0"
"2015-05","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","471585","A","","","0"
"2015-05","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","","F","","","1"
"2015-05","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","70785","E","","","0"
"2015-05","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1972005","A","","","0"
"2015-05","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","3.5","E","","","1"
"2015-05","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","59115","B","","","0"
"2015-05","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","1967370","A","","","0"
"2015-05","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","2.9","B","","","1"
"2015-05","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","840","E","","","0"
"2015-05","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","15290","A","","","0"
"2015-05","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","5.2","E","","","1"
"2015-05","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","1395","D","","","0"
"2015-05","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22160","A","","","0"
"2015-05","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","5.9","D","","","1"
"2015-05","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","415","D","","","0"
"2015-05","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","10510","A","","","0"
"2015-05","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","3.8","D","","","1"
"2015-06","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","410685","A","","","0"
"2015-06","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15265050","A","","","0"
"2015-06","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.6","A","","","1"
"2015-06","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","5245","C","","","0"
"2015-06","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","196695","A","","","0"
"2015-06","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.6","C","","","1"
"2015-06","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","2035","E","","","0"
"2015-06","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","60550","C","","","0"
"2015-06","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","3.3","E","","","1"
"2015-06","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","8400","B","","","0"
"2015-06","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","409345","A","","","0"
"2015-06","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.0","B","","","1"
"2015-06","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","6715","B","","","0"
"2015-06","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","282565","A","","","0"
"2015-06","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.3","B","","","1"
"2015-06","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","67545","A","","","0"
"2015-06","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3370145","A","","","0"
"2015-06","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","2.0","A","","","1"
"2015-06","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","148735","A","","","0"
"2015-06","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","5841655","A","","","0"
"2015-06","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.5","A","","","1"
"2015-06","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","13950","B","","","0"
"2015-06","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","569760","A","","","0"
"2015-06","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.4","B","","","1"
"2015-06","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","12990","B","","","0"
"2015-06","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","472450","A","","","0"
"2015-06","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.7","B","","","1"
"2015-06","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","62805","A","","","0"
"2015-06","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","2013380","A","","","0"
"2015-06","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","3.0","A","","","1"
"2015-06","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","80325","B","","","0"
"2015-06","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","1999390","A","","","0"
"2015-06","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","3.9","B","","","1"
"2015-06","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","690","E","","","0"
"2015-06","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16215","A","","","0"
"2015-06","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","4.1","E","","","1"
"2015-06","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","770","E","","","0"
"2015-06","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","22300","A","","","0"
"2015-06","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","3.3","E","","","1"
"2015-06","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","","F","","","0"
"2015-06","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","10600","A","","","0"
"2015-06","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","","F","","","1"
"2015-07","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","374735","A","","","0"
"2015-07","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15465860","A","","","0"
"2015-07","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.4","A","","","1"
"2015-07","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","4330","C","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","215065","A","","","0"
"2015-07","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.0","C","","","1"
"2015-07","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","670","D","","","0"
"2015-07","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","63895","A","","","0"
"2015-07","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","1.0","D","","","1"
"2015-07","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","9000","B","","","0"
"2015-07","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","409770","A","","","0"
"2015-07","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.1","B","","","1"
"2015-07","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","5760","C","","","0"
"2015-07","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","285160","A","","","0"
"2015-07","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.0","B","","","1"
"2015-07","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","55710","A","","","0"
"2015-07","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3431425","A","","","0"
"2015-07","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","1.6","A","","","1"
"2015-07","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","138045","A","","","0"
"2015-07","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","5904800","A","","","0"
"2015-07","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.3","A","","","1"
"2015-07","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","11620","C","","","0"
"2015-07","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","573460","A","","","0"
"2015-07","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.0","C","","","1"
"2015-07","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","10505","B","","","0"
"2015-07","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","477845","A","","","0"
"2015-07","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.2","B","","","1"
"2015-07","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","60890","B","","","0"
"2015-07","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","2017740","A","","","0"
"2015-07","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","2.9","B","","","1"
"2015-07","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","76075","B","","","0"
"2015-07","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2035835","A","","","0"
"2015-07","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","3.6","B","","","1"
"2015-07","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","695","D","","","0"
"2015-07","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16855","A","","","0"
"2015-07","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","3.9","D","","","1"
"2015-07","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","1090","D","","","0"
"2015-07","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","23315","A","","","0"
"2015-07","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","4.5","D","","","1"
"2015-07","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","345","E","","","0"
"2015-07","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","10690","A","","","0"
"2015-07","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","3.1","E","","","1"
"2015-08","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","377900","A","","","0"
"2015-08","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15258035","A","","","0"
"2015-08","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","2.4","A","","","1"
"2015-08","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","4975","C","","","0"
"2015-08","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","207220","A","","","0"
"2015-08","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","2.3","C","","","1"
"2015-08","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1595","D","","","0"
"2015-08","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","63010","A","","","0"
"2015-08","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","2.5","D","","","1"
"2015-08","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","9860","B","","","0"
"2015-08","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","399830","A","","","0"
"2015-08","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","2.4","B","","","1"
"2015-08","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","5620","C","","","0"
"2015-08","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","317750","A","","","0"
"2015-08","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","1.7","C","","","1"
"2015-08","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","51720","A","","","0"
"2015-08","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3353270","A","","","0"
"2015-08","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","1.5","A","","","1"
"2015-08","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","149770","A","","","0"
"2015-08","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","5836005","A","","","0"
"2015-08","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","2.5","A","","","1"
"2015-08","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","12690","B","","","0"
"2015-08","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","562785","A","","","0"
"2015-08","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.2","B","","","1"
"2015-08","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","11380","B","","","0"
"2015-08","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","464840","A","","","0"
"2015-08","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.4","B","","","1"
"2015-08","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","64925","B","","","0"
"2015-08","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1995205","A","","","0"
"2015-08","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","3.2","A","","","1"
"2015-08","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","63010","A","","","0"
"2015-08","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","2007670","A","","","0"
"2015-08","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","3.0","A","","","1"
"2015-08","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","","F","","","0"
"2015-08","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16750","A","","","0"
"2015-08","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","","F","","","1"
"2015-08","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1212389400","13.1","765","D","","","0"
"2015-08","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1212389399","13.3","23605","A","","","0"
"2015-08","Northwest Territories","2016A000261","Job vacancy rate","Percent","239","units","0","v1212389401","13.4","3.1","D","","","1"
"2015-08","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1212389403","14.1","","F","","","0"
"2015-08","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1212389402","14.3","10095","A","","","0"
"2015-08","Nunavut","2016A000262","Job vacancy rate","Percent","239","units","0","v1212389404","14.4","","F","","","1"
"2015-09","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1212389364","1.1","459785","A","","","0"
"2015-09","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1212389363","1.3","15037180","A","","","0"
"2015-09","Canada","2016A000011124","Job vacancy rate","Percent","239","units","0","v1212389365","1.4","3.0","A","","","1"
"2015-09","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1212389367","2.1","7245","E","","","0"
"2015-09","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1212389366","2.3","198090","A","","","0"
"2015-09","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percent","239","units","0","v1212389368","2.4","3.5","E","","","1"
"2015-09","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1212389370","3.1","1835","D","","","0"
"2015-09","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1212389369","3.3","61205","A","","","0"
"2015-09","Prince Edward Island","2016A000211","Job vacancy rate","Percent","239","units","0","v1212389371","3.4","2.9","D","","","1"
"2015-09","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1212389373","4.1","13130","E","","","0"
"2015-09","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1212389372","4.3","403085","A","","","0"
"2015-09","Nova Scotia","2016A000212","Job vacancy rate","Percent","239","units","0","v1212389374","4.4","3.2","E","","","1"
"2015-09","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1212389376","5.1","8395","B","","","0"
"2015-09","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1212389375","5.3","297495","A","","","0"
"2015-09","New Brunswick","2016A000213","Job vacancy rate","Percent","239","units","0","v1212389377","5.4","2.7","B","","","1"
"2015-09","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1212389379","6.1","72160","A","","","0"
"2015-09","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1212389378","6.3","3308225","A","","","0"
"2015-09","Quebec","2016A000224","Job vacancy rate","Percent","239","units","0","v1212389380","6.4","2.1","A","","","1"
"2015-09","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1212389382","7.1","180955","A","","","0"
"2015-09","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1212389381","7.3","5762680","A","","","0"
"2015-09","Ontario","2016A000235","Job vacancy rate","Percent","239","units","0","v1212389383","7.4","3.0","A","","","1"
"2015-09","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1212389385","8.1","14525","B","","","0"
"2015-09","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1212389384","8.3","547070","A","","","0"
"2015-09","Manitoba","2016A000246","Job vacancy rate","Percent","239","units","0","v1212389386","8.4","2.6","B","","","1"
"2015-09","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1212389388","9.1","12765","B","","","0"
"2015-09","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1212389387","9.3","455350","A","","","0"
"2015-09","Saskatchewan","2016A000247","Job vacancy rate","Percent","239","units","0","v1212389389","9.4","2.7","B","","","1"
"2015-09","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1212389391","10.1","66985","B","","","0"
"2015-09","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1212389390","10.3","1972940","A","","","0"
"2015-09","Alberta","2016A000248","Job vacancy rate","Percent","239","units","0","v1212389392","10.4","3.3","A","","","1"
"2015-09","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1212389394","11.1","80260","B","","","0"
"2015-09","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1212389393","11.3","1980640","A","","","0"
"2015-09","British Columbia","2016A000259","Job vacancy rate","Percent","239","units","0","v1212389395","11.4","3.9","B","","","1"
"2015-09","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1212389397","12.1","680","D","","","0"
"2015-09","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1212389396","12.3","16660","A","","","0"
"2015-09","Yukon","2016A000260","Job vacancy rate","Percent","239","units","0","v1212389398","12.4","3.9","D","","","1"
